"","casekey","sctcite","year","justice","vote","house","business","person","car","search","warrant","lctpc","lctinc","lctaft","lctunl","except","segcov","ideology","mqscore","sctdec","other","notprop","us","arrest","unanmous","gates_justices"
"227",28,210218,1968,"Marshall",0,"no","yes","no","no","yes","yes","no",0,0,"no",0,1,4.18,-0.9664745,"LIB","no","no",0,"no",0,1
"228",28,210218,1968,"Black",1,"no","yes","no","no","yes","yes","no",0,0,"no",0,0.75,3.87,-0.0099599,"LIB","no","no",0,"no",0,0
"229",28,210218,1968,"White",0,"no","yes","no","no","yes","yes","no",0,0,"no",0,0,1.54,0.1497496,"LIB","no","no",0,"no",0,1
"230",28,210218,1968,"Harlan",0,"no","yes","no","no","yes","yes","no",0,0,"no",0,0.75,0.87,0.8229325,"LIB","no","no",0,"no",0,0
"231",28,210218,1968,"Warren",0,"no","yes","no","no","yes","yes","no",0,0,"no",0,0.5,0.56,-1.239717,"LIB","no","no",0,"no",0,0
"232",28,210218,1968,"Fortas",0,"no","yes","no","no","yes","yes","no",0,0,"no",0,1,4.18,-1.018473,"LIB","no","no",0,"no",0,0
"233",29,210637,1969,"Fortas",1,"yes","no","no","no","yes","yes","yes",0,0,"no",0,1,4.18,NA,"LIB","no","no",1,"no",0,0
"234",29,210637,1969,"Harlan",0,"yes","no","no","no","yes","yes","yes",0,0,"no",0,0.75,0.87,0.7025391,"LIB","no","no",1,"no",0,0
"235",29,210637,1969,"Black",1,"yes","no","no","no","yes","yes","yes",0,0,"no",0,0.75,3.87,0.0946358,"LIB","no","no",1,"no",0,0
"236",29,210637,1969,"Brennan",0,"yes","no","no","no","yes","yes","yes",0,0,"no",0,1,2.78,-0.8814799,"LIB","no","no",1,"no",0,1
"237",29,210637,1969,"White",0,"yes","no","no","no","yes","yes","yes",0,0,"no",0,0,1.54,0.3041877,"LIB","no","no",1,"no",0,1
"238",29,210637,1969,"Douglas",0,"yes","no","no","no","yes","yes","yes",0,0,"no",0,0.46,3.5,-6.420838,"LIB","no","no",1,"no",0,0
"239",29,210637,1969,"Warren",0,"yes","no","no","no","yes","yes","yes",0,0,"no",0,0.5,0.56,NA,"LIB","no","no",1,"no",0,0
"240",29,210637,1969,"Stewart",1,"yes","no","no","no","yes","yes","yes",0,0,"no",0,0.5,0.56,0.652644,"LIB","no","no",1,"no",0,0
"241",30,220176,1969,"Fortas",0,"yes","no","no","no","yes","no","no",0,0,"no",0,1,4.18,NA,"LIB","no","no",1,"no",0,0
"242",30,220176,1969,"Black",1,"yes","no","no","no","yes","no","no",0,0,"no",0,0.75,3.87,0.0946358,"LIB","no","no",1,"no",0,0
"243",30,220176,1969,"Stewart",1,"no","yes","no","no","yes","no","no",0,0,"no",0,0.5,0.56,0.652644,"LIB","no","no",1,"no",0,0
"244",30,220176,1969,"White",1,"no","no","no","no","yes","no","no",0,0,"no",0,0,1.54,0.3041877,"CON","no","yes",1,"no",0,1
"245",30,220176,1969,"Fortas",0,"no","no","no","no","yes","no","no",0,0,"no",0,1,4.18,NA,"CON","no","yes",1,"no",0,0
"246",30,220176,1969,"Harlan",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.75,0.87,0.7025391,"CON","no","yes",1,"no",0,0
"247",30,220176,1969,"Douglas",0,"no","no","no","no","yes","no","no",0,0,"no",0,0.46,3.5,-6.420838,"CON","no","yes",1,"no",0,0
"248",30,220176,1969,"Black",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.75,3.87,0.0946358,"CON","no","yes",1,"no",0,0
"249",30,220176,1969,"Harlan",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.75,0.87,0.7025391,"CON","no","yes",1,"no",0,0
"250",30,220176,1969,"Warren",0,"no","yes","no","no","yes","no","no",0,0,"no",0,0.5,0.56,NA,"LIB","no","no",1,"no",0,0
"251",30,220176,1969,"Brennan",1,"no","no","no","no","yes","no","no",0,0,"no",0,1,2.78,-0.8814799,"CON","no","yes",1,"no",0,1
"252",30,220176,1969,"Warren",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.5,0.56,NA,"CON","no","yes",1,"no",0,0
"253",30,220176,1969,"White",1,"no","no","no","no","yes","no","no",0,0,"no",0,0,1.54,0.3041877,"CON","no","yes",1,"no",0,1
"254",30,220176,1969,"Fortas",0,"no","no","no","no","yes","no","no",0,0,"no",0,1,4.18,NA,"CON","no","yes",1,"no",0,0
"255",30,220176,1969,"Stewart",1,"yes","no","no","no","yes","no","no",0,0,"no",0,0.5,0.56,0.652644,"LIB","no","no",1,"no",0,0
"256",30,220176,1969,"Black",1,"no","yes","no","no","yes","no","no",0,0,"no",0,0.75,3.87,0.0946358,"LIB","no","no",1,"no",0,0
"257",30,220176,1969,"Warren",0,"yes","no","no","no","yes","no","no",0,0,"no",0,0.5,0.56,NA,"LIB","no","no",1,"no",0,0
"258",30,220176,1969,"Stewart",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.5,0.56,0.652644,"CON","no","yes",1,"no",0,0
"259",30,220176,1969,"Harlan",1,"no","yes","no","no","yes","no","no",0,0,"no",0,0.75,0.87,0.7025391,"LIB","no","no",1,"no",0,0
"260",30,220176,1969,"Douglas",0,"no","no","no","no","yes","no","no",0,0,"no",0,0.46,3.5,-6.420838,"CON","no","yes",1,"no",0,0
"261",30,220176,1969,"Douglas",0,"no","yes","no","no","yes","no","no",0,0,"no",0,0.46,3.5,-6.420838,"LIB","no","no",1,"no",0,0
"262",30,220176,1969,"Brennan",0,"yes","no","no","no","yes","no","no",0,0,"no",0,1,2.78,-0.8814799,"LIB","no","no",1,"no",0,1
"263",30,220176,1969,"White",0,"yes","no","no","no","yes","no","no",0,0,"no",0,0,1.54,0.3041877,"LIB","no","no",1,"no",0,1
"264",30,220176,1969,"Stewart",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.5,0.56,0.652644,"CON","no","yes",1,"no",0,0
"265",30,220176,1969,"Black",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.75,3.87,0.0946358,"CON","no","yes",1,"no",0,0
"266",30,220176,1969,"White",0,"no","yes","no","no","yes","no","no",0,0,"no",0,0,1.54,0.3041877,"LIB","no","no",1,"no",0,1
"267",30,220176,1969,"Harlan",1,"yes","no","no","no","yes","no","no",0,0,"no",0,0.75,0.87,0.7025391,"LIB","no","no",1,"no",0,0
"268",30,220176,1969,"Fortas",0,"no","yes","no","no","yes","no","no",0,0,"no",0,1,4.18,NA,"LIB","no","no",1,"no",0,0
"269",30,220176,1969,"Brennan",1,"no","no","no","no","yes","no","no",0,0,"no",0,1,2.78,-0.8814799,"CON","no","yes",1,"no",0,1
"270",30,220176,1969,"Douglas",0,"yes","no","no","no","yes","no","no",0,0,"no",0,0.46,3.5,-6.420838,"LIB","no","no",1,"no",0,0
"271",30,220176,1969,"Warren",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.5,0.56,NA,"CON","no","yes",1,"no",0,0
"272",30,220176,1969,"Brennan",0,"no","yes","no","no","yes","no","no",0,0,"no",0,1,2.78,-0.8814799,"LIB","no","no",1,"no",0,1
"273",31,220297,1969,"Black",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.75,3.87,0.0946358,"CON","no","yes",1,"no",1,0
"274",31,220297,1969,"Douglas",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.46,3.5,-6.420838,"CON","no","yes",1,"no",1,0
"275",31,220297,1969,"Warren",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.5,0.56,NA,"CON","no","yes",1,"no",1,0
"276",31,220297,1969,"Brennan",1,"no","no","no","no","yes","no","no",0,0,"no",0,1,2.78,-0.8814799,"CON","no","yes",1,"no",1,1
"277",31,220297,1969,"Marshall",1,"no","no","no","no","yes","no","no",0,0,"no",0,1,4.18,-0.8979127,"CON","no","yes",1,"no",1,1
"278",31,220297,1969,"Stewart",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.5,0.56,0.652644,"CON","no","yes",1,"no",1,0
"279",31,220297,1969,"Stewart",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.5,0.56,0.652644,"CON","no","yes",1,"no",1,0
"280",31,220297,1969,"Fortas",1,"no","no","no","no","yes","no","no",0,0,"no",0,1,4.18,NA,"CON","no","yes",1,"no",1,0
"281",31,220297,1969,"White",1,"no","no","no","no","yes","no","no",0,0,"no",0,0,1.54,0.3041877,"CON","no","yes",1,"no",1,1
"282",31,220297,1969,"Fortas",1,"no","no","no","no","yes","no","no",0,0,"no",0,1,4.18,NA,"CON","no","yes",1,"no",1,0
"283",31,220297,1969,"Marshall",1,"no","no","no","no","yes","no","no",0,0,"no",0,1,4.18,-0.8979127,"CON","no","yes",1,"no",1,1
"284",31,220297,1969,"White",1,"no","no","no","no","yes","no","no",0,0,"no",0,0,1.54,0.3041877,"CON","no","yes",1,"no",1,1
"285",31,220297,1969,"Brennan",1,"no","no","no","no","yes","no","no",0,0,"no",0,1,2.78,-0.8814799,"CON","no","yes",1,"no",1,1
"286",31,220297,1969,"Black",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.75,3.87,0.0946358,"CON","no","yes",1,"no",1,0
"287",31,220297,1969,"Harlan",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.75,0.87,0.7025391,"CON","no","yes",1,"no",1,0
"288",31,220297,1969,"Douglas",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.46,3.5,-6.420838,"CON","no","yes",1,"no",1,0
"289",31,220297,1969,"Harlan",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.75,0.87,0.7025391,"CON","no","yes",1,"no",1,0
"290",31,220297,1969,"Warren",1,"no","no","no","no","yes","no","no",0,0,"no",0,0.5,0.56,NA,"CON","no","yes",1,"no",1,0
"291",32,220676,1969,"Harlan",0,"no","no","yes","no","yes","no","no",0,0,"no",0,0.75,0.87,0.7025391,"LIB","no","no",0,"no",0,0
"292",32,220676,1969,"Marshall",1,"no","no","yes","no","yes","no","no",0,0,"no",0,1,4.18,-0.8979127,"LIB","no","no",0,"no",0,1
"293",32,220676,1969,"White",1,"no","no","yes","no","yes","no","no",0,0,"no",0,0,1.54,0.3041877,"LIB","no","no",0,"no",0,1
"294",32,220676,1969,"Douglas",1,"no","no","yes","no","yes","no","no",0,0,"no",0,0.46,3.5,-6.420838,"LIB","no","no",0,"no",0,0
"295",32,220676,1969,"Warren",0,"no","no","yes","no","yes","no","no",0,0,"no",0,0.5,0.56,NA,"LIB","no","no",0,"no",0,0
"296",32,220676,1969,"Brennan",1,"no","no","yes","no","yes","no","no",0,0,"no",0,1,2.78,-0.8814799,"LIB","no","no",0,"no",0,1
"297",32,220676,1969,"Stewart",0,"no","no","yes","no","yes","no","no",0,0,"no",0,0.5,0.56,0.652644,"LIB","no","no",0,"no",0,0
"298",32,220676,1969,"Black",1,"no","no","yes","no","yes","no","no",0,0,"no",0,0.75,3.87,0.0946358,"LIB","no","no",0,"no",0,0
"299",33,220684,1969,"Stewart",1,"yes","no","no","no","yes","no","no",0,0,"no",2,0.5,0.56,0.652644,"CON","no","no",0,"no",1,0
"300",33,220684,1969,"Harlan",1,"yes","no","no","no","yes","no","no",0,0,"no",2,0.75,0.87,0.7025391,"CON","no","no",0,"no",1,0
"301",33,220684,1969,"Douglas",1,"yes","no","no","no","yes","no","no",0,0,"no",2,0.46,3.5,-6.420838,"CON","no","no",0,"no",1,0
"302",33,220684,1969,"Warren",1,"yes","no","no","no","yes","no","no",0,0,"no",2,0.5,0.56,NA,"CON","no","no",0,"no",1,0
"303",33,220684,1969,"Black",1,"yes","no","no","no","yes","no","no",0,0,"no",2,0.75,3.87,0.0946358,"CON","no","no",0,"no",1,0
"304",33,220684,1969,"Brennan",1,"yes","no","no","no","yes","no","no",0,0,"no",2,1,2.78,-0.8814799,"CON","no","no",0,"no",1,1
"305",33,220684,1969,"White",1,"yes","no","no","no","yes","no","no",0,0,"no",2,0,1.54,0.3041877,"CON","no","no",0,"no",1,1
"306",33,220684,1969,"Marshall",1,"yes","no","no","no","yes","no","no",0,0,"no",2,1,4.18,-0.8979127,"CON","no","no",0,"no",1,1
"307",34,230654,1969,"White",0,"no","yes","no","no","yes","no","no",0,0,"no",0,0,1.54,0.3041877,"LIB","no","no",1,"no",0,1
"308",34,230654,1969,"Warren",0,"no","yes","no","no","yes","no","no",0,0,"no",0,0.5,0.56,NA,"LIB","no","no",1,"no",0,0
"309",34,230654,1969,"Harlan",0,"no","yes","no","no","yes","no","no",0,0,"no",0,0.75,0.87,0.7025391,"LIB","no","no",1,"no",0,0
"310",34,230654,1969,"Douglas",0,"no","yes","no","no","yes","no","no",0,0,"no",0,0.46,3.5,-6.420838,"LIB","no","no",1,"no",0,0
"311",34,230654,1969,"Black",1,"no","yes","no","no","yes","no","no",0,0,"no",0,0.75,3.87,0.0946358,"LIB","no","no",1,"no",0,0
"312",34,230654,1969,"Stewart",0,"no","yes","no","no","yes","no","no",0,0,"no",0,0.5,0.56,0.652644,"LIB","no","no",1,"no",0,0
"313",34,230654,1969,"Brennan",0,"no","yes","no","no","yes","no","no",0,0,"no",0,1,2.78,-0.8814799,"LIB","no","no",1,"no",0,1
"314",35,230685,1969,"Marshall",0,"yes","no","no","no","yes","yes","yes",0,1,"no",0,1,4.18,-0.8979127,"LIB","no","no",0,"yes",0,1
"315",35,230685,1969,"Warren",0,"yes","no","no","no","yes","yes","yes",0,1,"no",0,0.5,0.56,NA,"LIB","no","no",0,"yes",0,0
"316",35,230685,1969,"Brennan",0,"yes","no","no","no","yes","yes","yes",0,1,"no",0,1,2.78,-0.8814799,"LIB","no","no",0,"yes",0,1
"317",35,230685,1969,"Douglas",0,"yes","no","no","no","yes","yes","yes",0,1,"no",0,0.46,3.5,-6.420838,"LIB","no","no",0,"yes",0,0
"318",35,230685,1969,"Stewart",0,"yes","no","no","no","yes","yes","yes",0,1,"no",0,0.5,0.56,0.652644,"LIB","no","no",0,"yes",0,0
"319",35,230685,1969,"Harlan",0,"yes","no","no","no","yes","yes","yes",0,1,"no",0,0.75,0.87,0.7025391,"LIB","no","no",0,"yes",0,0
"320",35,230685,1969,"White",1,"yes","no","no","no","yes","yes","yes",0,1,"no",0,0,1.54,0.3041877,"LIB","no","no",0,"yes",0,1
"321",35,230685,1969,"Black",1,"yes","no","no","no","yes","yes","yes",0,1,"no",0,0.75,3.87,0.0946358,"LIB","no","no",0,"yes",0,0
"322",36,230728,1969,"Black",1,"yes","no","no","no","yes","no","yes",0,1,"no",0,0.75,3.87,0.0946358,"LIB","no","no",0,"yes",0,0
"323",36,230728,1969,"Harlan",0,"yes","no","no","no","yes","no","yes",0,1,"no",0,0.75,0.87,0.7025391,"LIB","no","no",0,"yes",0,0
"324",36,230728,1969,"Stewart",0,"yes","no","no","no","yes","no","yes",0,1,"no",0,0.5,0.56,0.652644,"LIB","no","no",0,"yes",0,0
"325",36,230728,1969,"Warren",0,"yes","no","no","no","yes","no","yes",0,1,"no",0,0.5,0.56,NA,"LIB","no","no",0,"yes",0,0
"326",36,230728,1969,"White",1,"yes","no","no","no","yes","no","yes",0,1,"no",0,0,1.54,0.3041877,"LIB","no","no",0,"yes",0,1
"327",36,230728,1969,"Brennan",0,"yes","no","no","no","yes","no","yes",0,1,"no",0,1,2.78,-0.8814799,"LIB","no","no",0,"yes",0,1
"328",36,230728,1969,"Douglas",0,"yes","no","no","no","yes","no","yes",0,1,"no",0,0.46,3.5,-6.420838,"LIB","no","no",0,"yes",0,0
"329",36,230728,1969,"Marshall",0,"yes","no","no","no","yes","no","yes",0,1,"no",0,1,4.18,-0.8979127,"LIB","no","no",0,"yes",0,1
"330",37,240299,1969,"White",0,"no","no","yes","no","yes","no","no",0,0,"no",0,0,1.54,0.3041877,"LIB","no","no",0,"no",0,1
"331",37,240299,1969,"Douglas",0,"no","no","yes","no","yes","no","no",0,0,"no",0,0.46,3.5,-6.420838,"LIB","no","no",0,"no",0,0
"332",37,240299,1969,"Burger",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.77,-2.42,1.985354,"LIB","no","no",0,"no",0,1
"333",37,240299,1969,"Harlan",0,"no","no","yes","no","yes","no","no",0,0,"no",0,0.75,0.87,0.7025391,"LIB","no","no",0,"no",0,0
"334",37,240299,1969,"Brennan",0,"no","no","yes","no","yes","no","no",0,0,"no",0,1,2.78,-0.8814799,"LIB","no","no",0,"no",0,1
"335",37,240299,1969,"Black",1,"no","no","yes","no","yes","no","no",0,0,"no",0,0.75,3.87,0.0946358,"LIB","no","no",0,"no",0,0
"336",37,240299,1969,"Marshall",0,"no","no","yes","no","yes","no","no",0,0,"no",0,1,4.18,-0.8979127,"LIB","no","no",0,"no",0,1
"337",37,240299,1969,"Stewart",0,"no","no","yes","no","yes","no","no",0,0,"no",0,0.5,0.56,0.652644,"LIB","no","no",0,"no",0,0
"338",38,250060,1970,"Burger",1,"no","yes","no","no","yes","no","no",0,0,"no",1,-0.77,-2.42,2.240025,"LIB","no","no",1,"no",0,1
"339",38,250060,1970,"Douglas",0,"no","yes","no","no","yes","no","no",0,0,"no",1,0.46,3.5,-6.501457,"LIB","no","no",1,"no",0,0
"340",38,250060,1970,"Harlan",0,"no","yes","no","no","yes","no","no",0,0,"no",1,0.75,0.87,0.5785308,"LIB","no","no",1,"no",0,0
"341",38,250060,1970,"Marshall",0,"no","yes","no","no","yes","no","no",0,0,"no",1,1,4.18,-0.9354683,"LIB","no","no",1,"no",0,1
"342",38,250060,1970,"Stewart",1,"no","yes","no","no","yes","no","no",0,0,"no",1,0.5,0.56,0.6185978,"LIB","no","no",1,"no",0,0
"343",38,250060,1970,"Brennan",0,"no","yes","no","no","yes","no","no",0,0,"no",1,1,2.78,-0.9847178,"LIB","no","no",1,"no",0,1
"344",38,250060,1970,"White",0,"no","yes","no","no","yes","no","no",0,0,"no",1,0,1.54,0.6133461,"LIB","no","no",1,"no",0,1
"345",38,250060,1970,"Black",1,"no","yes","no","no","yes","no","no",0,0,"no",1,0.75,3.87,0.0570575,"LIB","no","no",1,"no",0,0
"346",39,250282,1970,"Marshall",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,1,4.18,-0.9354683,"CON","no","no",1,"no",1,1
"347",39,250282,1970,"Douglas",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,0.46,3.5,-6.501457,"CON","no","no",1,"no",1,0
"348",39,250282,1970,"White",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,0,1.54,0.6133461,"CON","no","no",1,"no",1,1
"349",39,250282,1970,"Harlan",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,0.75,0.87,0.5785308,"CON","no","no",1,"no",1,0
"350",39,250282,1970,"Brennan",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,1,2.78,-0.9847178,"CON","no","no",1,"no",1,1
"351",39,250282,1970,"Stewart",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,0.5,0.56,0.6185978,"CON","no","no",1,"no",1,0
"352",39,250282,1970,"Black",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,0.75,3.87,0.0570575,"CON","no","no",1,"no",1,0
"353",39,250282,1970,"Burger",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,-0.77,-2.42,2.240025,"CON","no","no",1,"no",1,1
"354",40,260409,1970,"Douglas",0,"yes","no","no","no","yes","no","no",0,1,"no",0,0.46,3.5,-6.501457,"LIB","no","no",0,"yes",0,0
"355",40,260409,1970,"Black",1,"yes","no","no","no","yes","no","no",0,1,"no",0,0.75,3.87,0.0570575,"LIB","no","no",0,"yes",0,0
"356",40,260409,1970,"Marshall",0,"yes","no","no","no","yes","no","no",0,1,"no",0,1,4.18,-0.9354683,"LIB","no","no",0,"yes",0,1
"357",40,260409,1970,"White",0,"yes","no","no","no","yes","no","no",0,1,"no",0,0,1.54,0.6133461,"LIB","no","no",0,"yes",0,1
